ID;Post Name;Display Name;Type;Tables;Calculated
3.0570;Looking to Buy Property;Price Per Sq. Ft;;;
3.0571;Looking to Buy Property;Cap Rate;dropdown;table fq;
3.0572;Looking to Buy Property;;;;
3.0573;Looking to Buy Property;;;;
3.0574;Looking to Buy Property;;;;
3.0575;Looking to Buy Property;;;;
3.0576;Looking to Buy Property;;;;
3.0577;Looking to Buy Property;Lease Types;dropdown;table h;
3.0578;Looking to Buy Property;Percentage Occupied;dropdown;table ha;
3.0579;Looking to Buy Property;;;;
3.0580;Looking to Buy Property;;;;
3.0581;Looking to Buy Property;Single Tenant ;checkbox;;
3.0582;Looking to Buy Property;Multiple Tenant ;checkbox;;
3.0583;Looking to Buy Property;Owner Occupied;checkbox;;
3.0584;Looking to Buy Property;Asset Type;dropdown;table a;
3.0585;Looking to Buy Property;Building Size;dropdown;table fab;
3.0586;Looking to Buy Property;Lot Size;dropdown;table faa;
3.0587;Looking to Buy Property;Deal Access;dropdown;table jjf;
3.0588;Looking to Buy Property;Class Rating;dropdown;table k;
3.0589;Looking to Buy Property;Risk Experience;dropdown;table e;
3.0590;Looking to Buy Property;;;;
3.0591;Looking to Buy Property;;;;
3.0592;Looking to Buy Property;;;;
3.0593;Looking to Buy Property;;;;
3.0594;Looking to Buy Property;;;;
3.0595;Looking to Buy Property;;;;
3.0596;Looking to Buy Property;;;;
3.0597;Looking to Buy Property;;;;
3.0598;Looking to Buy Property;;;;
3.0599;Looking to Buy Property;;;;
3.0600;Looking to Buy Property;;;;
3.0601;Looking to Buy Property;;;;
3.0602;Looking to Buy Property;;;;
3.0603;Looking to Buy Property;;;;
3.0604;Looking to Buy Property;;;;
3.0605;Looking to Buy Property;;;;
3.0606;Looking to Buy Property;Ceiling Height;range;;
3.0607;Looking to Buy Property;Ceiling Height Minimum;range;;
3.0608;Looking to Buy Property;Grade Level Doors;range;;
3.0609;Looking to Buy Property;Dock High Doors;range;;
3.0610;Looking to Buy Property;Number of Cranes;range;;
3.0611;Looking to Buy Property;Industrial Office Space;checkbox;;
3.0612;;;;;
;;;;;
3.0614;;;;;
3.0615;;;;;
3.0616;;;;;
3.0617;;;;;
3.0618;;;;;
3.0619;;;;;
3.0620;Looking to Lease Space;Location;google;nation, region, state, county, zip, city;
3.0621;;;;;
3.0622;Looking to Lease Space;Rental Rate($/SF/Month);range;;
3.0623;Looking to Lease Space;Negotiable ;checkbox;;
3.0624;Looking to Lease Space;;;;
3.0625;Looking to Lease Space;Space Use;dropdown;"table fv
";
3.0626;Looking to Lease Space;Min Divisible;text ;;
3.0627;Looking to Lease Space;Max. Contiguous;text ;;
3.0628;Looking to Lease Space;;;;
3.0629;Looking to Lease Space;;;;
3.0630;Looking to Lease Space;;;;
3.0631;Looking to Lease Space;;;;
3.0632;Looking to Lease Space;;;;
3.0633;Looking to Lease Space;Space Type;dropdown;table fw;
3.0634;;;;;
3.0635;Looking to Lease Space;Lease Types;dropdown;table h;
3.0636;Looking to Lease Space;Occupancy Rate;dropdown;table ha;
3.0637;Looking to Lease Space;;;;
3.0638;Looking to Lease Space;;;;
3.0639;Looking to Lease Space;Single Tenant Dwelling;checkbox;;
3.0640;Looking to Lease Space;Multiple Tenant Dwelling;checkbox;;
3.0641;Looking to Lease Space;Owner Occupied;checkbox;;
3.0642;Looking to Lease Space;Asset Focus;dropdown;table a;
3.0643;Looking to Lease Space;Building Size;range;;
3.0644;Looking to Lease Space;Lot Size;range;;
3.0645;Looking to Lease Space;Deal Access;dropdown;table jjf;
3.0646;Looking to Lease Space;Class Rating;dropdown;table k;
3.0647;Looking to Lease Space;Risk Experience;dropdown;table e;
3.0648;Looking to Lease Space;;;;
3.0649;Looking to Lease Space;;;;
3.0650;Looking to Lease Space;;;;
3.0651;Looking to Lease Space;;;;
3.0652;Looking to Lease Space;;;;
3.0653;Looking to Lease Space;;;;
3.0654;Looking to Lease Space;;;;
3.0655;Looking to Lease Space;;;;
3.0656;Looking to Lease Space;Sprinkler ;checkbox;;
3.0657;Looking to Lease Space;;;;
3.0658;Looking to Lease Space;;;;
3.0659;Looking to Lease Space;;;;
3.0660;Looking to Lease Space;;;;
3.0661;Looking to Lease Space;;;;
3.0662;Looking to Lease Space;;;;
3.0663;Looking to Lease Space;;;;
3.0664;Looking to Lease Space;Ceiling Height;range;;
3.0665;Looking to Lease Space;Ceiling Height Minimum;range;;
3.0666;Looking to Lease Space;Grade Level Doors;range;;
3.0667;Looking to Lease Space;Dock High Doors;range;;
3.0668;Looking to Lease Space;Number of Cranes;range;;
3.0669;Looking to Lease Space;Industrial Office Space;checkbox;;
3.0670;Looking to Buy Property;;;;
3.0671;Looking to Buy Property;;;;
3.0672;;;;;
;;;;;
3.0674;;;;;
3.0675;;;;;
3.0676;;;;;
3.0677;;;;;
3.0678;;;;;
3.0679;;;;;
3.0680;Looking for Residential Property ;Location;google;nation, region, state, county, zip, city;
3.0681;Looking for Residential Property ;Sale Price;range ;;
3.0682;Looking for Residential Property ;;;;
3.0683;Looking for Residential Property ;Residence Size (SF) ;range;;
3.0684;Looking for Residential Property ;Lot Size (Acres);range;;
3.0685;Looking for Residential Property ;Stories (Range);range;;
3.0686;Looking for Residential Property ;Garage;range;number (1-100);
3.0687;Looking for Residential Property ;Rooms (Range);range;number (0-100);
3.0688;Looking for Residential Property ;Baths (Range);range;number (0-100);
3.0689;Looking for Residential Property ;Beds (Range);range;number (0-100);
3.0690;Looking for Residential Property ;Building Status;dropdown;table f;
3.0691;Looking for Residential Property ;;;;
3.0692;Looking for Residential Property ;;;;
3.0693;Looking for Residential Property ;;;;
3.0694;Looking for Residential Property ;;;;
3.0695;Looking for Residential Property ;;;;
3.0696;Looking for Residential Property ;;;;
3.0697;Looking for Residential Property ;;;;
3.0698;Looking for Residential Property ;;;;
3.0699;Looking for Residential Property ;;;;
