ID;Post Name;Display Name;Type;Tables;Calculated
;;;;;
2.0554;;;;;
2.0555;;;;;
2.0556;;;;;
2.0557;;Photo;;;
2.0558;;Short Description;;;
2.0559;;Parcel ID;;;
2.0560;Property For Sale;Location;google;Zip, City, Street Address;
2.0561;Property For Sale;Auction;checkbox;;
2.0562;Property For Sale;;;;
2.0563;Property For Sale;;;;
2.0564;Property For Sale;> Sealed Bid;;;
2.0565;Property For Sale;> Auction Address;;;
2.0566;Property For Sale;> Auction Date/Time;;;
2.0567;Property For Sale;Is this a Triple Net Asset;checkbox;;
2.0568;Property For Sale;Forward Sale ;checkbox;;
2.0569;Property For Sale;Price;text;;
2.0570;Property For Sale;Price Per Sq. Ft;text;Calculated;Price / Building Size
2.0571;Property For Sale;Cap Rate;text;;
2.0572;Property For Sale;Net Operating Income;text;;
2.0573;Property For Sale;Pro Forma & Actual;radio button;;
2.0574;Property For Sale;Gross Income;text;;
2.0575;Property For Sale;Pro Forma & Actual;radio button;;
2.0576;Property For Sale;;;;
2.0577;Property For Sale;Lease Type;dropdown;Table H;
2.0578;Property For Sale;Percentage Occupied;dropdown;Table HA;
2.0579;Property For Sale;Lease Up Period;text;;
2.0580;Property For Sale;% Pre Leased;dropdown;Table HA;
2.0581;Property For Sale;Single Tenant;checkbox;;
2.0582;Property For Sale;Multi Tenancy;checkbox;;
2.0583;Property For Sale;Owner Occupied;checkbox;;
2.0584;Property For Sale;Property Type;;Table A;
2.0585;Property For Sale;Building Size (SF);text;;
2.0586;Property For Sale;Lot Size (SF);dropdown;Table FAA;
2.0587;Property For Sale;Asset Status;;Table JJF;
2.0588;Property For Sale;Class Rating;;Table K;
2.0589;Property For Sale;Opportunity Profile;;Table E;
2.0590;Property For Sale;Number of Units;text;;
2.0591;Property For Sale;Number of Floors;text;;
2.0592;Property For Sale;traffic count;text;;
2.0593;Property For Sale;Number of Lots;text;;
2.0594;Property For Sale;Year Renovated;year;;
2.0595;Property For Sale;Year Built;year;;
2.0596;Property For Sale;Parking Spaces;text;;
2.0597;Property For Sale;Parking Ratio;text;;
2.0598;Property For Sale;Sprinkler;checkbox;;
2.0599;Property For Sale;Amenities;dropdown;Table I;
2.0600;Property For Sale;Road Frontage;integer;;
2.0601;Property For Sale;Utility;dropdown;Table FB;
2.0602;Property For Sale;Zoning;text;;
2.0603;Property For Sale;Terrain;dropdown;Table FD;
2.0604;Property For Sale;LEED Certification;dropdown;Table HH;
2.0605;Property For Sale;;;;
2.0606;Property For Sale;Ceiling Height;text;;
2.0607;Property For Sale;Ceiling Height Minimum;text;;
2.0608;Property For Sale;Grade Level Doors;text;;
2.0609;Property For Sale;Dock High Doors;text;;
2.0610;Property For Sale;Number of Cranes;text;;
2.0611;Property For Sale;Industrial Office Space;checkbox;;
2.0612;;;;;
;;;;;
2.0614;;;;;
2.0615;;;;;
2.0616;;;;;
2.0617;;;;;
2.0618;;;;;
2.0619;;;;;
2.0620;Space for Lease;Location;;;
2.0621;;;;;
2.0622;Space for Lease;Rental Rate;text ;;
2.0623;Space for Lease;"Optional if ""Rental Rate"" does not want to be selected";;;
2.0624;Space for Lease;Space Available;;;
2.0625;Space for Lease;Space Use;dropdown;"Table FV
";
2.0626;Space for Lease;Min Divisible;text ;;
2.0627;Space for Lease;Max. Contiguous;text ;;
2.0628;Space for Lease;Date Available;date;;
2.0629;Space for Lease;Triple Net Cost per SF;text ;;
2.0630;Space for Lease;Core Factor;text ;;
2.0631;Space for Lease;CAM Charges;text ;;
2.0632;Space for Lease;Net Charges;text ;;
2.0633;Space for Lease;Space Type;dropdown;Table FW;
2.0634;;;;;
2.0635;Space for Lease;Lease Type;dropdown;Table H;
2.0636;Space for Lease;Occupancy Rate;dropdown;Table HA;
2.0637;Space for Lease;Lease Up Period;text;;
2.0638;Space for Lease;% Pre Leased;dropdown;Table HA;
2.0639;Space for Lease;Single Tenant;checkbox;;
2.0640;Space for Lease;Multi Tenancy;checkbox;;
2.0641;Property For Sale;Owner Occupied;checkbox;;
2.0642;Space for Lease;Property Type;;Table A;
2.0643;Space for Lease;Building Size (SF);text;;
2.0644;Space for Lease;Lot Size (SF);text;;
2.0645;Space for Lease;Asset Status;;Table JJF;
2.0646;Space for Lease;Class Rating;;Table K;
2.0647;Space for Lease;Opportunity Profile;;Table E;
2.0648;Space for Lease;Number of Units;text;;
2.0649;Space for Lease;Number of Floors;text;;
2.0650;Space for Lease;traffic count;text;;
2.0651;Space for Lease;Number of Lots;text;;
2.0652;Space for Lease;Year Renovated;year;;
2.0653;Space for Lease;Year Built;year;;
2.0654;Space for Lease;Parking Spaces;text;;
2.0655;Space for Lease;Parking Ratio;text;;
2.0656;Space for Lease;Sprinkler;checkbox;;
2.0657;Space for Lease;Amenities;dropdown;Table I;
2.0658;Space for Lease;Road Frontage;integer;;
2.0659;Space for Lease;Utility;dropdown;Table FB;
2.0660;Space for Lease;Zoning;text;;
2.0661;Space for Lease;Terrain;dropdown;Table FD;
2.0662;Space for Lease;LEED Certification;dropdown;Table HH;
2.0663;Space for Lease;;;;
2.0664;Space for Lease;Ceiling Height;text;;
2.0665;Space for Lease;Ceiling Height Minimum;text;;
2.0666;Space for Lease;Grade Level Doors;text;;
2.0667;Space for Lease;Dock High Doors;text;;
2.0668;Space for Lease;Number of Cranes;text;;
2.0669;Space for Lease;Industrial Office Space;checkbox;;
2.0670;Space for Lease;Measurement Fill in;;;
2.0671;Space for Lease;Measurement;;;
2.0672;;;;;
;;;;;
2.0674;;;;;
2.0675;;;;;
2.0676;;;;;
2.0677;;;;;
2.0678;;;;;
2.0679;;;;;
2.0680;Residential For Sale;Location;google;Zip, City, Street Address;
2.0681;Residential For Sale;Sale Price;text;;
2.0682;Residential For Sale;Number of Units;text;;
2.0683;Residential For Sale;Residence Size (SF) ;text;;
2.0684;Residential For Sale;Lot Size (Acres);text;;
2.0685;Residential For Sale;Stories (Range);text;;
2.0686;Residential For Sale;Garage;range;1-100;
2.0687;Residential For Sale;Rooms (Range);range;0-100;
2.0688;Residential For Sale;Baths (Range);range;0-100;
2.0689;Residential For Sale;Beds (Range);range;0-100;
2.0690;Residential For Sale;Building Status;dropdown;Table F;
2.0691;Residential For Sale;;;;
2.0692;Residential For Sale;;;;
2.0693;Residential For Sale;;;;
2.0694;Residential For Sale;;;;
2.0695;Residential For Sale;;;;
2.0696;Residential For Sale;;;;
2.0697;Residential For Sale;;;;
2.0698;Residential For Sale;;;;
2.0699;Residential For Sale;;;;
